pair_id,cell_id,run_id,train_seed,eval_seed,arm_id,arm_mode,family,success,final_distance,first_action_mse,total_reward,steps
22:1021,22:1021:control,visual-beta1-image-seed-22,22,1021,control,none,waypoint_reach,0,0.2584005296230316,0.00034898321609944105,-7.36919641494751,24
22:1022,22:1022:control,visual-beta1-image-seed-22,22,1022,control,none,direct_reach,0,0.5038313269615173,0.00013112738088238984,-10.312665939331055,24
22:1023,22:1023:control,visual-beta1-image-seed-22,22,1023,control,none,waypoint_reach,0,0.5524676442146301,0.0003423767047934234,-10.820722952485085,24
22:1000,22:1000:occlusion,visual-beta1-image-seed-22,22,1000,occlusion,occlusion,direct_reach,1,0.04481247439980507,0.00021674076560884714,-2.1823252104222775,7
22:1001,22:1001:occlusion,visual-beta1-image-seed-22,22,1001,occlusion,occlusion,waypoint_reach,0,0.42308130860328674,0.0008711758418940008,-11.499578088521957,24
22:1002,22:1002:occlusion,visual-beta1-image-seed-22,22,1002,occlusion,occlusion,direct_reach,0,0.423794686794281,6.648153794230893e-05,-8.88117179274559,24
22:1003,22:1003:occlusion,visual-beta1-image-seed-22,22,1003,occlusion,occlusion,waypoint_reach,0,0.26446619629859924,0.0008525351295247674,-5.927506446838379,24
22:1004,22:1004:occlusion,visual-beta1-image-seed-22,22,1004,occlusion,occlusion,direct_reach,0,0.3226950764656067,0.0100663211196661,-10.070100158452988,24
22:1005,22:1005:occlusion,visual-beta1-image-seed-22,22,1005,occlusion,occlusion,waypoint_reach,0,0.31737643480300903,0.0003551212721504271,-6.320260092616081,24
22:1006,22:1006:occlusion,visual-beta1-image-seed-22,22,1006,occlusion,occlusion,direct_reach,1,0.04935896769165993,8.860208617988974e-05,-0.719221692532301,4
22:1007,22:1007:occlusion,visual-beta1-image-seed-22,22,1007,occlusion,occlusion,waypoint_reach,0,0.3182244896888733,0.0008350638672709465,-7.887100160121918,24
22:1008,22:1008:occlusion,visual-beta1-image-seed-22,22,1008,occlusion,occlusion,direct_reach,0,0.3988514244556427,0.006033058278262615,-10.964797228574753,24
22:1009,22:1009:occlusion,visual-beta1-image-seed-22,22,1009,occlusion,occlusion,waypoint_reach,0,0.2698541581630707,0.0008025161223486066,-7.59917813539505,24
22:1010,22:1010:occlusion,visual-beta1-image-seed-22,22,1010,occlusion,occlusion,direct_reach,0,0.36193031072616577,0.000340450118528679,-7.576697021722794,24
22:1011,22:1011:occlusion,visual-beta1-image-seed-22,22,1011,occlusion,occlusion,waypoint_reach,0,0.24215258657932281,0.0008919881656765938,-6.298001199960709,24
22:1012,22:1012:occlusion,visual-beta1-image-seed-22,22,1012,occlusion,occlusion,direct_reach,0,0.1913493573665619,5.1709419494727626e-05,-4.621230185031891,24
22:1013,22:1013:occlusion,visual-beta1-image-seed-22,22,1013,occlusion,occlusion,waypoint_reach,0,0.1385304182767868,0.0008596269763074815,-5.44530788064003,24
22:1014,22:1014:occlusion,visual-beta1-image-seed-22,22,1014,occlusion,occlusion,direct_reach,1,0.003845520317554474,0.00019511432037688792,-1.287754938006401,5
22:1015,22:1015:occlusion,visual-beta1-image-seed-22,22,1015,occlusion,occlusion,waypoint_reach,0,0.28420591354370117,0.0008209465304389596,-7.246328771114349,24
22:1016,22:1016:occlusion,visual-beta1-image-seed-22,22,1016,occlusion,occlusion,direct_reach,1,0.04017307236790657,0.00021674076560884714,-1.446130145341158,5
22:1017,22:1017:occlusion,visual-beta1-image-seed-22,22,1017,occlusion,occlusion,waypoint_reach,0,0.4537985920906067,0.0008711758418940008,-12.663480937480927,24
22:1018,22:1018:occlusion,visual-beta1-image-seed-22,22,1018,occlusion,occlusion,direct_reach,0,0.379269540309906,0.0059328689239919186,-10.520777463912964,24
22:1019,22:1019:occlusion,visual-beta1-image-seed-22,22,1019,occlusion,occlusion,waypoint_reach,0,0.2760242819786072,0.0008525351295247674,-7.239580363035202,24
22:1020,22:1020:occlusion,visual-beta1-image-seed-22,22,1020,occlusion,occlusion,direct_reach,0,0.4031899869441986,0.009832222945988178,-10.984495103359222,24
22:1021,22:1021:occlusion,visual-beta1-image-seed-22,22,1021,occlusion,occlusion,waypoint_reach,0,0.43983179330825806,0.0008763136574998498,-12.340354055166245,24
22:1022,22:1022:occlusion,visual-beta1-image-seed-22,22,1022,occlusion,occlusion,direct_reach,0,0.4485843777656555,8.860208617988974e-05,-9.178619384765625,24
22:1023,22:1023:occlusion,visual-beta1-image-seed-22,22,1023,occlusion,occlusion,waypoint_reach,0,0.4934385120868683,0.0008350638672709465,-9.832741186022758,24
22:1000,22:1000:shuffle,visual-beta1-image-seed-22,22,1000,shuffle,shuffle,direct_reach,0,0.4318426549434662,0.00027637314633466303,-8.247650988399982,24
22:1001,22:1001:shuffle,visual-beta1-image-seed-22,22,1001,shuffle,shuffle,waypoint_reach,0,0.3554110825061798,0.0003671983431559056,-10.030079632997513,24
22:1002,22:1002:shuffle,visual-beta1-image-seed-22,22,1002,shuffle,shuffle,direct_reach,0,0.4786635637283325,0.000106233790575061,-10.027484029531479,24
22:1003,22:1003:shuffle,visual-beta1-image-seed-22,22,1003,shuffle,shuffle,waypoint_reach,0,0.31092098355293274,0.0002931687922682613,-6.086294822394848,24
22:1004,22:1004:shuffle,visual-beta1-image-seed-22,22,1004,shuffle,shuffle,direct_reach,0,0.27334901690483093,0.008582331240177155,-8.916792809963226,24
22:1005,22:1005:shuffle,visual-beta1-image-seed-22,22,1005,shuffle,shuffle,waypoint_reach,0,0.2877841591835022,5.453309859149158e-05,-6.87679249048233,24
22:1006,22:1006:shuffle,visual-beta1-image-seed-22,22,1006,shuffle,shuffle,direct_reach,1,0.05506719648838043,0.00012908410280942917,-0.7267384007573128,4
22:1007,22:1007:shuffle,visual-beta1-image-seed-22,22,1007,shuffle,shuffle,waypoint_reach,0,0.3074752688407898,0.00032209226628765464,-7.389814540743828,24
22:1008,22:1008:shuffle,visual-beta1-image-seed-22,22,1008,shuffle,shuffle,direct_reach,0,0.33624300360679626,0.004886271897703409,-9.631639212369919,24
22:1009,22:1009:shuffle,visual-beta1-image-seed-22,22,1009,shuffle,shuffle,waypoint_reach,0,0.29029718041419983,0.0002818172797560692,-8.535793155431747,24
22:1010,22:1010:shuffle,visual-beta1-image-seed-22,22,1010,shuffle,shuffle,direct_reach,0,0.4389360249042511,0.0003798560064751655,-8.974010273814201,24
22:1011,22:1011:shuffle,visual-beta1-image-seed-22,22,1011,shuffle,shuffle,waypoint_reach,0,0.27065014839172363,0.0003350725455675274,-6.053031384944916,24
22:1012,22:1012:shuffle,visual-beta1-image-seed-22,22,1012,shuffle,shuffle,direct_reach,1,0.010131117887794971,0.00011403535609133542,-1.1765288086608052,5
22:1013,22:1013:shuffle,visual-beta1-image-seed-22,22,1013,shuffle,shuffle,waypoint_reach,0,0.1696206033229828,0.0003403801820240915,-4.775618731975555,24
22:1014,22:1014:shuffle,visual-beta1-image-seed-22,22,1014,shuffle,shuffle,direct_reach,1,0.05921803042292595,0.00022928281396161765,-1.3540576361119747,5
22:1015,22:1015:shuffle,visual-beta1-image-seed-22,22,1015,shuffle,shuffle,waypoint_reach,0,0.2791276276111603,0.0002782032825052738,-6.601196840405464,24
22:1016,22:1016:shuffle,visual-beta1-image-seed-22,22,1016,shuffle,shuffle,direct_reach,0,0.4537803828716278,0.0002760163333732635,-8.458834253251553,24
22:1017,22:1017:shuffle,visual-beta1-image-seed-22,22,1017,shuffle,shuffle,waypoint_reach,0,0.37220892310142517,0.00033734890166670084,-10.90073350071907,24
22:1018,22:1018:shuffle,visual-beta1-image-seed-22,22,1018,shuffle,shuffle,direct_reach,0,0.3018127977848053,0.004655389115214348,-8.872094303369522,24
22:1019,22:1019:shuffle,visual-beta1-image-seed-22,22,1019,shuffle,shuffle,waypoint_reach,0,0.2899995744228363,0.00033078703563660383,-8.472871512174606,24
22:1020,22:1020:shuffle,visual-beta1-image-seed-22,22,1020,shuffle,shuffle,direct_reach,0,0.36251935362815857,0.008259917609393597,-9.973631978034973,24
22:1021,22:1021:shuffle,visual-beta1-image-seed-22,22,1021,shuffle,shuffle,waypoint_reach,0,0.260434091091156,0.0003950537648051977,-7.4569849371910095,24
22:1022,22:1022:shuffle,visual-beta1-image-seed-22,22,1022,shuffle,shuffle,direct_reach,0,0.5048132538795471,0.00013247004244476557,-10.336916983127594,24
22:1023,22:1023:shuffle,visual-beta1-image-seed-22,22,1023,shuffle,shuffle,waypoint_reach,0,0.5574404001235962,0.0003267954452894628,-10.894078582525253,24
22:1000,22:1000:state_only,visual-beta1-state-only-seed-22,22,1000,state_only,state_only,direct_reach,0,0.4101974070072174,0.0005356826586648822,-8.065448470413685,24
22:1001,22:1001:state_only,visual-beta1-state-only-seed-22,22,1001,state_only,state_only,waypoint_reach,0,0.3741375505924225,0.00012466771295294166,-9.882410109043121,24
22:1002,22:1002:state_only,visual-beta1-state-only-seed-22,22,1002,state_only,state_only,direct_reach,0,0.4675537943840027,0.00036810748861171305,-10.08836430311203,24
