pair_id,cell_id,run_id,train_seed,eval_seed,arm_id,arm_mode,family,success,final_distance,first_action_mse,total_reward,steps
22:1009,22:1009:counterfactual,language-alpha2-seed-22,22,1009,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.03383389115333557,-20.248046204447746,40
22:1010,22:1010:counterfactual,language-alpha2-seed-22,22,1010,counterfactual,counterfactual,reach_blue_right,0,0.29693669080734253,0.009258686564862728,-12.024908244609833,40
22:1011,22:1011:counterfactual,language-alpha2-seed-22,22,1011,counterfactual,counterfactual,reach_blue_right,0,0.8500043153762817,0.25229424238204956,-33.73105162382126,40
22:1012,22:1012:counterfactual,language-alpha2-seed-22,22,1012,counterfactual,counterfactual,reach_green_top,0,0.23114565014839172,0.018138395622372627,-9.285401806235313,40
22:1013,22:1013:counterfactual,language-alpha2-seed-22,22,1013,counterfactual,counterfactual,reach_green_top,0,0.586110532283783,0.020620854571461678,-23.172980189323425,40
22:1014,22:1014:counterfactual,language-alpha2-seed-22,22,1014,counterfactual,counterfactual,reach_red_left,0,0.3562626540660858,0.019663752987980843,-14.164909958839417,40
22:1015,22:1015:counterfactual,language-alpha2-seed-22,22,1015,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.05130137503147125,-20.423257797956467,40
22:1016,22:1016:counterfactual,language-alpha2-seed-22,22,1016,counterfactual,counterfactual,reach_blue_right,0,0.2969367206096649,0.010894138365983963,-12.004295706748962,40
22:1017,22:1017:counterfactual,language-alpha2-seed-22,22,1017,counterfactual,counterfactual,reach_blue_right,0,0.8500043153762817,0.30135369300842285,-33.33561655879021,40
22:1018,22:1018:counterfactual,language-alpha2-seed-22,22,1018,counterfactual,counterfactual,reach_green_top,0,0.23114582896232605,0.009553237818181515,-9.326512277126312,40
22:1019,22:1019:counterfactual,language-alpha2-seed-22,22,1019,counterfactual,counterfactual,reach_green_top,0,0.5861105918884277,0.0500035397708416,-23.272581666707993,40
22:1020,22:1020:counterfactual,language-alpha2-seed-22,22,1020,counterfactual,counterfactual,reach_red_left,0,0.35626256465911865,0.013902884908020496,-14.182163268327713,40
22:1021,22:1021:counterfactual,language-alpha2-seed-22,22,1021,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.03253897652029991,-20.126430839300156,40
22:1022,22:1022:counterfactual,language-alpha2-seed-22,22,1022,counterfactual,counterfactual,reach_blue_right,0,0.29693683981895447,0.012985393404960632,-12.029266208410263,40
22:1023,22:1023:counterfactual,language-alpha2-seed-22,22,1023,counterfactual,counterfactual,reach_blue_right,0,0.8500043153762817,0.26196178793907166,-33.707284569740295,40
33:1000,33:1000:control,language-alpha2-seed-33,33,1000,control,none,reach_green_top,0,0.4786747395992279,0.025195781141519547,-18.905739665031433,40
33:1001,33:1001:control,language-alpha2-seed-33,33,1001,control,none,reach_green_top,0,0.5220153331756592,0.07215716689825058,-20.53329175710678,40
33:1002,33:1002:control,language-alpha2-seed-33,33,1002,control,none,reach_red_left,0,0.7495751976966858,0.06250686198472977,-29.507532000541687,40
33:1003,33:1003:control,language-alpha2-seed-33,33,1003,control,none,reach_red_left,0,0.1561267226934433,0.03674669563770294,-6.154202125966549,40
33:1004,33:1004:control,language-alpha2-seed-33,33,1004,control,none,reach_blue_right,0,0.16560982167720795,0.0017998773837462068,-6.946058690547943,40
33:1005,33:1005:control,language-alpha2-seed-33,33,1005,control,none,reach_blue_right,0,0.6447771191596985,0.04842924326658249,-25.825073838233948,40
33:1006,33:1006:control,language-alpha2-seed-33,33,1006,control,none,reach_green_top,0,0.4786747694015503,0.020657919347286224,-18.894754141569138,40
33:1007,33:1007:control,language-alpha2-seed-33,33,1007,control,none,reach_green_top,0,0.5220153331756592,0.111231729388237,-20.67231634259224,40
33:1008,33:1008:control,language-alpha2-seed-33,33,1008,control,none,reach_red_left,0,0.7495750188827515,0.07749982923269272,-29.498719096183777,40
33:1009,33:1009:control,language-alpha2-seed-33,33,1009,control,none,reach_red_left,1,0.02245861291885376,0.03319011628627777,-0.02245861291885376,1
33:1010,33:1010:control,language-alpha2-seed-33,33,1010,control,none,reach_blue_right,0,0.16560982167720795,0.004437911324203014,-6.900173231959343,40
33:1011,33:1011:control,language-alpha2-seed-33,33,1011,control,none,reach_blue_right,0,0.6447768807411194,0.053495410829782486,-25.78303974866867,40
33:1012,33:1012:control,language-alpha2-seed-33,33,1012,control,none,reach_green_top,0,0.47867462038993835,0.024286866188049316,-18.865526348352432,40
33:1013,33:1013:control,language-alpha2-seed-33,33,1013,control,none,reach_green_top,0,0.5220153331756592,0.059991538524627686,-20.436197072267532,40
33:1014,33:1014:control,language-alpha2-seed-33,33,1014,control,none,reach_red_left,0,0.7495749592781067,0.06202606111764908,-29.534407675266266,40
33:1015,33:1015:control,language-alpha2-seed-33,33,1015,control,none,reach_red_left,0,0.1561267375946045,0.04500942677259445,-6.19978354126215,40
33:1016,33:1016:control,language-alpha2-seed-33,33,1016,control,none,reach_blue_right,0,0.1656096875667572,0.004977479577064514,-6.876433089375496,40
33:1017,33:1017:control,language-alpha2-seed-33,33,1017,control,none,reach_blue_right,0,0.6447767615318298,0.08081728965044022,-25.626530438661575,40
33:1018,33:1018:control,language-alpha2-seed-33,33,1018,control,none,reach_green_top,0,0.47867488861083984,0.02401113510131836,-18.93180301785469,40
33:1019,33:1019:control,language-alpha2-seed-33,33,1019,control,none,reach_green_top,0,0.5220153331756592,0.09908132255077362,-20.644845753908157,40
33:1020,33:1020:control,language-alpha2-seed-33,33,1020,control,none,reach_red_left,0,0.7495752573013306,0.0539814718067646,-29.548212110996246,40
33:1021,33:1021:control,language-alpha2-seed-33,33,1021,control,none,reach_red_left,0,0.1561267077922821,0.04220754653215408,-6.164444699883461,40
33:1022,33:1022:control,language-alpha2-seed-33,33,1022,control,none,reach_blue_right,0,0.16561003029346466,0.009653137996792793,-6.909426540136337,40
33:1023,33:1023:control,language-alpha2-seed-33,33,1023,control,none,reach_blue_right,0,0.6447769999504089,0.05767267942428589,-25.766987919807434,40
33:1000,33:1000:mask,language-alpha2-seed-33,33,1000,mask,mask,reach_green_top,0,0.23700463771820068,0.004491154104471207,-9.265983909368515,40
33:1001,33:1001:mask,language-alpha2-seed-33,33,1001,mask,mask,reach_green_top,0,0.23700493574142456,0.0029451700393110514,-9.414658769965172,40
33:1002,33:1002:mask,language-alpha2-seed-33,33,1002,mask,mask,reach_red_left,0,0.6853335499763489,0.043853212147951126,-26.7949598133564,40
33:1003,33:1003:mask,language-alpha2-seed-33,33,1003,mask,mask,reach_red_left,0,0.6853335499763489,0.04847930371761322,-26.73882567882538,40
33:1004,33:1004:mask,language-alpha2-seed-33,33,1004,mask,mask,reach_blue_right,0,0.3713722825050354,0.0062598795630037785,-14.846657752990723,40
33:1005,33:1005:mask,language-alpha2-seed-33,33,1005,mask,mask,reach_blue_right,0,0.37137219309806824,0.02678573876619339,-14.870843648910522,40
33:1006,33:1006:mask,language-alpha2-seed-33,33,1006,mask,mask,reach_green_top,0,0.23700463771820068,0.0030245499219745398,-9.261787191033363,40
33:1007,33:1007:mask,language-alpha2-seed-33,33,1007,mask,mask,reach_green_top,0,0.23700445890426636,0.005210117902606726,-9.218718014657497,40
33:1008,33:1008:mask,language-alpha2-seed-33,33,1008,mask,mask,reach_red_left,0,0.6853333711624146,0.06413266062736511,-26.810283929109573,40
33:1009,33:1009:mask,language-alpha2-seed-33,33,1009,mask,mask,reach_red_left,0,0.6853336691856384,0.05457332730293274,-26.713355362415314,40
33:1010,33:1010:mask,language-alpha2-seed-33,33,1010,mask,mask,reach_blue_right,0,0.3713720440864563,0.014832332730293274,-14.83955717086792,40
33:1011,33:1011:mask,language-alpha2-seed-33,33,1011,mask,mask,reach_blue_right,0,0.3713720738887787,0.018127281218767166,-14.806072682142258,40
33:1012,33:1012:mask,language-alpha2-seed-33,33,1012,mask,mask,reach_green_top,0,0.23700451850891113,0.004842582158744335,-9.22246441245079,40
33:1013,33:1013:mask,language-alpha2-seed-33,33,1013,mask,mask,reach_green_top,0,0.23700493574142456,0.005923278164118528,-9.393794506788254,40
33:1014,33:1014:mask,language-alpha2-seed-33,33,1014,mask,mask,reach_red_left,0,0.6853335499763489,0.047769803553819656,-26.834916085004807,40
33:1015,33:1015:mask,language-alpha2-seed-33,33,1015,mask,mask,reach_red_left,0,0.6853336691856384,0.05079076439142227,-26.819786369800568,40
33:1016,33:1016:mask,language-alpha2-seed-33,33,1016,mask,mask,reach_blue_right,0,0.37137213349342346,0.014487287029623985,-14.810382962226868,40
33:1017,33:1017:mask,language-alpha2-seed-33,33,1017,mask,mask,reach_blue_right,0,0.3713720440864563,0.03771461546421051,-14.722672820091248,40
33:1018,33:1018:mask,language-alpha2-seed-33,33,1018,mask,mask,reach_green_top,0,0.23700475692749023,0.0040877815335989,-9.30018500983715,40
33:1019,33:1019:mask,language-alpha2-seed-33,33,1019,mask,mask,reach_green_top,0,0.2370045781135559,0.001086851698346436,-9.312163546681404,40
33:1020,33:1020:mask,language-alpha2-seed-33,33,1020,mask,mask,reach_red_left,0,0.685333788394928,0.03633243218064308,-26.83834218978882,40
33:1021,33:1021:mask,language-alpha2-seed-33,33,1021,mask,mask,reach_red_left,0,0.6853335499763489,0.039525531232357025,-26.77481484413147,40
33:1022,33:1022:mask,language-alpha2-seed-33,33,1022,mask,mask,reach_blue_right,0,0.37137219309806824,0.025413263589143753,-14.88412356376648,40
33:1023,33:1023:mask,language-alpha2-seed-33,33,1023,mask,mask,reach_blue_right,0,0.371372252702713,0.029390670359134674,-14.824085623025894,40
33:1000,33:1000:shuffle,language-alpha2-seed-33,33,1000,shuffle,shuffle,reach_green_top,0,0.5865665078163147,0.14000187814235687,-23.071123868227005,40
33:1001,33:1001:shuffle,language-alpha2-seed-33,33,1001,shuffle,shuffle,reach_green_top,0,0.3302038609981537,0.007264094892889261,-13.231416940689087,40
33:1002,33:1002:shuffle,language-alpha2-seed-33,33,1002,shuffle,shuffle,reach_red_left,1,0.03550301864743233,0.0021221600472927094,-0.3623436689376831,4
33:1003,33:1003:shuffle,language-alpha2-seed-33,33,1003,shuffle,shuffle,reach_red_left,0,0.5220153331756592,0.03141156584024429,-20.236209601163864,40
33:1004,33:1004:shuffle,language-alpha2-seed-33,33,1004,shuffle,shuffle,reach_blue_right,0,0.15276359021663666,0.00012813013745471835,-6.287338875234127,40
33:1005,33:1005:shuffle,language-alpha2-seed-33,33,1005,shuffle,shuffle,reach_blue_right,0,0.09394209831953049,0.00558864651247859,-4.060436375439167,40
33:1006,33:1006:shuffle,language-alpha2-seed-33,33,1006,shuffle,shuffle,reach_green_top,0,0.5865664482116699,0.15885698795318604,-23.163498789072037,40
33:1007,33:1007:shuffle,language-alpha2-seed-33,33,1007,shuffle,shuffle,reach_green_top,0,0.3302033245563507,0.01705978624522686,-13.104208841919899,40
33:1008,33:1008:shuffle,language-alpha2-seed-33,33,1008,shuffle,shuffle,reach_red_left,1,0.04276903718709946,0.0054562827572226524,-0.26870350539684296,3
33:1009,33:1009:shuffle,language-alpha2-seed-33,33,1009,shuffle,shuffle,reach_red_left,0,0.5220153331756592,0.03161665424704552,-20.26793448626995,40
33:1010,33:1010:shuffle,language-alpha2-seed-33,33,1010,shuffle,shuffle,reach_blue_right,0,0.1527635157108307,0.0016718950355425477,-6.237431965768337,40
33:1011,33:1011:shuffle,language-alpha2-seed-33,33,1011,shuffle,shuffle,reach_blue_right,0,0.09394218772649765,0.0014909873716533184,-3.9785527512431145,40
33:1012,33:1012:shuffle,language-alpha2-seed-33,33,1012,shuffle,shuffle,reach_green_top,0,0.5865665078163147,0.16620326042175293,-23.14688989520073,40
33:1013,33:1013:shuffle,language-alpha2-seed-33,33,1013,shuffle,shuffle,reach_green_top,0,0.3302038013935089,0.011523788794875145,-13.223181188106537,40
33:1014,33:1014:shuffle,language-alpha2-seed-33,33,1014,shuffle,shuffle,reach_red_left,1,0.035109743475914,0.0017175332177430391,-0.37532222270965576,4
33:1015,33:1015:shuffle,language-alpha2-seed-33,33,1015,shuffle,shuffle,reach_red_left,0,0.5220153331756592,0.0497175008058548,-20.449591904878616,40
33:1016,33:1016:shuffle,language-alpha2-seed-33,33,1016,shuffle,shuffle,reach_blue_right,0,0.15276353061199188,0.0010212508495897055,-6.18936338275671,40
33:1017,33:1017:shuffle,language-alpha2-seed-33,33,1017,shuffle,shuffle,reach_blue_right,0,0.09394203126430511,0.009664982557296753,-3.797488860785961,40
33:1018,33:1018:shuffle,language-alpha2-seed-33,33,1018,shuffle,shuffle,reach_green_top,0,0.5865665078163147,0.1297265738248825,-23.067415326833725,40
33:1019,33:1019:shuffle,language-alpha2-seed-33,33,1019,shuffle,shuffle,reach_green_top,0,0.33020344376564026,0.008649002760648727,-13.178147614002228,40
33:1020,33:1020:shuffle,language-alpha2-seed-33,33,1020,shuffle,shuffle,reach_red_left,1,0.03315361216664314,0.0012589024845510721,-0.4258614294230938,4
33:1021,33:1021:shuffle,language-alpha2-seed-33,33,1021,shuffle,shuffle,reach_red_left,0,0.5220153331756592,0.029246386140584946,-20.16169109940529,40
33:1022,33:1022:shuffle,language-alpha2-seed-33,33,1022,shuffle,shuffle,reach_blue_right,0,0.1527634859085083,0.007742277346551418,-6.317799776792526,40
33:1023,33:1023:shuffle,language-alpha2-seed-33,33,1023,shuffle,shuffle,reach_blue_right,0,0.09394223988056183,0.005857042036950588,-3.97514121979475,40
33:1000,33:1000:counterfactual,language-alpha2-seed-33,33,1000,counterfactual,counterfactual,reach_green_top,0,0.33020341396331787,0.015607742592692375,-13.137707442045212,40
33:1001,33:1001:counterfactual,language-alpha2-seed-33,33,1001,counterfactual,counterfactual,reach_green_top,0,0.4791773557662964,0.017048604786396027,-19.183367997407913,40
33:1002,33:1002:counterfactual,language-alpha2-seed-33,33,1002,counterfactual,counterfactual,reach_red_left,0,0.7875195145606995,0.06754093617200851,-30.987607210874557,40
33:1003,33:1003:counterfactual,language-alpha2-seed-33,33,1003,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.03141156584024429,-20.236209601163864,40
33:1004,33:1004:counterfactual,language-alpha2-seed-33,33,1004,counterfactual,counterfactual,reach_blue_right,0,0.09394212067127228,0.0004221294657327235,-4.098273776471615,40
33:1005,33:1005:counterfactual,language-alpha2-seed-33,33,1005,counterfactual,counterfactual,reach_blue_right,0,0.8511025309562683,0.22776833176612854,-33.88818198442459,40
33:1006,33:1006:counterfactual,language-alpha2-seed-33,33,1006,counterfactual,counterfactual,reach_green_top,0,0.33020341396331787,0.013431736268103123,-13.137835144996643,40
33:1007,33:1007:counterfactual,language-alpha2-seed-33,33,1007,counterfactual,counterfactual,reach_green_top,0,0.479177325963974,0.054731108248233795,-19.10923519730568,40
33:1008,33:1008:counterfactual,language-alpha2-seed-33,33,1008,counterfactual,counterfactual,reach_red_left,0,0.7875193357467651,0.08436179161071777,-30.983469039201736,40
33:1009,33:1009:counterfactual,language-alpha2-seed-33,33,1009,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.03161665424704552,-20.26793448626995,40
33:1010,33:1010:counterfactual,language-alpha2-seed-33,33,1010,counterfactual,counterfactual,reach_blue_right,0,0.09394213557243347,0.0007720845169387758,-4.0435302965343,40
33:1011,33:1011:counterfactual,language-alpha2-seed-33,33,1011,counterfactual,counterfactual,reach_blue_right,0,0.8511025309562683,0.23576565086841583,-33.780523240566254,40
33:1012,33:1012:counterfactual,language-alpha2-seed-33,33,1012,counterfactual,counterfactual,reach_green_top,0,0.33020323514938354,0.017241697758436203,-13.10525082051754,40
33:1013,33:1013:counterfactual,language-alpha2-seed-33,33,1013,counterfactual,counterfactual,reach_green_top,0,0.47917723655700684,0.014224597252905369,-19.152933955192566,40
33:1014,33:1014:counterfactual,language-alpha2-seed-33,33,1014,counterfactual,counterfactual,reach_red_left,0,0.7875194549560547,0.06764812767505646,-31.015442937612534,40
33:1015,33:1015:counterfactual,language-alpha2-seed-33,33,1015,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.0497175008058548,-20.449591904878616,40
33:1016,33:1016:counterfactual,language-alpha2-seed-33,33,1016,counterfactual,counterfactual,reach_blue_right,0,0.09394215047359467,0.0006368661997839808,-3.9997318759560585,40
33:1017,33:1017:counterfactual,language-alpha2-seed-33,33,1017,counterfactual,counterfactual,reach_blue_right,0,0.8511025309562683,0.2872658371925354,-33.39694845676422,40
33:1018,33:1018:counterfactual,language-alpha2-seed-33,33,1018,counterfactual,counterfactual,reach_green_top,0,0.33020350337028503,0.013665648177266121,-13.163268864154816,40
33:1019,33:1019:counterfactual,language-alpha2-seed-33,33,1019,counterfactual,counterfactual,reach_green_top,0,0.4791772663593292,0.037830647081136703,-19.171395629644394,40
33:1020,33:1020:counterfactual,language-alpha2-seed-33,33,1020,counterfactual,counterfactual,reach_red_left,0,0.787519633769989,0.05843465030193329,-31.026857614517212,40
33:1021,33:1021:counterfactual,language-alpha2-seed-33,33,1021,counterfactual,counterfactual,reach_red_left,0,0.5220153331756592,0.029246386140584946,-20.16169109940529,40
33:1022,33:1022:counterfactual,language-alpha2-seed-33,33,1022,counterfactual,counterfactual,reach_blue_right,0,0.09394221007823944,0.005347248632460833,-4.09785670414567,40
33:1023,33:1023:counterfactual,language-alpha2-seed-33,33,1023,counterfactual,counterfactual,reach_blue_right,0,0.8511025309562683,0.24595025181770325,-33.76234179735184,40
44:1000,44:1000:control,language-alpha2-seed-44,44,1000,control,none,reach_green_top,0,0.39367005228996277,0.016444532200694084,-15.52421572804451,40
44:1001,44:1001:control,language-alpha2-seed-44,44,1001,control,none,reach_green_top,0,0.5090400576591492,0.07564737647771835,-20.086515069007874,40
44:1002,44:1002:control,language-alpha2-seed-44,44,1002,control,none,reach_red_left,0,0.31555312871932983,0.012712379917502403,-12.545788496732712,40
44:1003,44:1003:control,language-alpha2-seed-44,44,1003,control,none,reach_red_left,0,0.15013299882411957,0.03734055906534195,-5.910447828471661,40
44:1004,44:1004:control,language-alpha2-seed-44,44,1004,control,none,reach_blue_right,0,0.6510779857635498,0.044497162103652954,-26.234625220298767,40
44:1005,44:1005:control,language-alpha2-seed-44,44,1005,control,none,reach_blue_right,0,0.8287183046340942,0.06211003661155701,-32.77938789129257,40
44:1006,44:1006:control,language-alpha2-seed-44,44,1006,control,none,reach_green_top,0,0.39367008209228516,0.023538412526249886,-15.60015681385994,40
44:1007,44:1007:control,language-alpha2-seed-44,44,1007,control,none,reach_green_top,0,0.5090400576591492,0.12168829143047333,-20.2048419713974,40
44:1008,44:1008:control,language-alpha2-seed-44,44,1008,control,none,reach_red_left,0,0.31555309891700745,0.027840763330459595,-12.570231139659882,40
44:1009,44:1009:control,language-alpha2-seed-44,44,1009,control,none,reach_red_left,1,0.017512638121843338,0.034311652183532715,-0.017512638121843338,1
44:1010,44:1010:control,language-alpha2-seed-44,44,1010,control,none,reach_blue_right,0,0.6510779857635498,0.05219481140375137,-26.177218675613403,40
44:1011,44:1011:control,language-alpha2-seed-44,44,1011,control,none,reach_blue_right,0,0.828718364238739,0.06738702952861786,-32.70100712776184,40
44:1012,44:1012:control,language-alpha2-seed-44,44,1012,control,none,reach_green_top,0,0.3936701714992523,0.02633947879076004,-15.573557168245316,40
44:1013,44:1013:control,language-alpha2-seed-44,44,1013,control,none,reach_green_top,0,0.5090400576591492,0.060439832508563995,-19.9861016869545,40
44:1014,44:1014:control,language-alpha2-seed-44,44,1014,control,none,reach_red_left,0,0.31555312871932983,0.017726099118590355,-12.594909906387329,40
44:1015,44:1015:control,language-alpha2-seed-44,44,1015,control,none,reach_red_left,0,0.15013299882411957,0.04023110121488571,-5.926197789609432,40
44:1016,44:1016:control,language-alpha2-seed-44,44,1016,control,none,reach_blue_right,0,0.6510778665542603,0.054816268384456635,-26.124723076820374,40
44:1017,44:1017:control,language-alpha2-seed-44,44,1017,control,none,reach_blue_right,0,0.8287184238433838,0.0911773145198822,-32.281687557697296,40
44:1018,44:1018:control,language-alpha2-seed-44,44,1018,control,none,reach_green_top,0,0.39367014169692993,0.01312289759516716,-15.533024221658707,40
44:1019,44:1019:control,language-alpha2-seed-44,44,1019,control,none,reach_green_top,0,0.5090400576591492,0.10843957960605621,-20.191311866044998,40
44:1020,44:1020:control,language-alpha2-seed-44,44,1020,control,none,reach_red_left,0,0.31555309891700745,0.009411526843905449,-12.59275159239769,40
44:1021,44:1021:control,language-alpha2-seed-44,44,1021,control,none,reach_red_left,0,0.15013299882411957,0.04282667860388756,-5.915273994207382,40
44:1022,44:1022:control,language-alpha2-seed-44,44,1022,control,none,reach_blue_right,0,0.6510780453681946,0.058340273797512054,-26.210759341716766,40
44:1023,44:1023:control,language-alpha2-seed-44,44,1023,control,none,reach_blue_right,0,0.8287182450294495,0.07031664252281189,-32.647609770298004,40
44:1000,44:1000:mask,language-alpha2-seed-44,44,1000,mask,mask,reach_green_top,0,0.22562187910079956,0.006810449995100498,-8.822955191135406,40
44:1001,44:1001:mask,language-alpha2-seed-44,44,1001,mask,mask,reach_green_top,0,0.22562198340892792,0.0006047083879821002,-8.916110172867775,40
44:1002,44:1002:mask,language-alpha2-seed-44,44,1002,mask,mask,reach_red_left,0,0.4368111789226532,0.020285790786147118,-17.093403458595276,40
44:1003,44:1003:mask,language-alpha2-seed-44,44,1003,mask,mask,reach_red_left,0,0.4368111491203308,0.023059304803609848,-17.02166822552681,40
44:1004,44:1004:mask,language-alpha2-seed-44,44,1004,mask,mask,reach_blue_right,0,0.31436339020729065,0.016017025336623192,-13.20863652229309,40
44:1005,44:1005:mask,language-alpha2-seed-44,44,1005,mask,mask,reach_blue_right,0,0.31436359882354736,0.03019355796277523,-13.156715601682663,40
44:1006,44:1006:mask,language-alpha2-seed-44,44,1006,mask,mask,reach_green_top,0,0.22562184929847717,0.008172118104994297,-8.83504244685173,40
44:1007,44:1007:mask,language-alpha2-seed-44,44,1007,mask,mask,reach_green_top,0,0.22562175989151,0.016021890565752983,-8.829177513718605,40
44:1008,44:1008:mask,language-alpha2-seed-44,44,1008,mask,mask,reach_red_left,0,0.4368111193180084,0.03385442495346069,-17.085045367479324,40
44:1009,44:1009:mask,language-alpha2-seed-44,44,1009,mask,mask,reach_red_left,0,0.436811238527298,0.02684886008501053,-16.9861648529768,40
44:1010,44:1010:mask,language-alpha2-seed-44,44,1010,mask,mask,reach_blue_right,0,0.3143634498119354,0.02196185290813446,-13.15517508983612,40
44:1011,44:1011:mask,language-alpha2-seed-44,44,1011,mask,mask,reach_blue_right,0,0.31436342000961304,0.02623903565108776,-13.086527019739151,40
44:1012,44:1012:mask,language-alpha2-seed-44,44,1012,mask,mask,reach_green_top,0,0.22562187910079956,0.011522157117724419,-8.806798949837685,40
44:1013,44:1013:mask,language-alpha2-seed-44,44,1013,mask,mask,reach_green_top,0,0.22562184929847717,0.001318693975917995,-8.904664114117622,40
44:1014,44:1014:mask,language-alpha2-seed-44,44,1014,mask,mask,reach_red_left,0,0.43681100010871887,0.02304695174098015,-17.136257737874985,40
44:1015,44:1015:mask,language-alpha2-seed-44,44,1015,mask,mask,reach_red_left,0,0.43681132793426514,0.02495722845196724,-17.11514177918434,40
44:1016,44:1016:mask,language-alpha2-seed-44,44,1016,mask,mask,reach_blue_right,0,0.3143635094165802,0.02326219528913498,-13.109589248895645,40
44:1017,44:1017:mask,language-alpha2-seed-44,44,1017,mask,mask,reach_blue_right,0,0.31436359882354736,0.04761766642332077,-12.880492568016052,40
44:1018,44:1018:mask,language-alpha2-seed-44,44,1018,mask,mask,reach_green_top,0,0.22562186419963837,0.004501075483858585,-8.845911651849747,40
44:1019,44:1019:mask,language-alpha2-seed-44,44,1019,mask,mask,reach_green_top,0,0.22562175989151,0.0070511698722839355,-8.87930653989315,40
44:1020,44:1020:mask,language-alpha2-seed-44,44,1020,mask,mask,reach_red_left,0,0.4368111789226532,0.015680983662605286,-17.15004277229309,40
44:1021,44:1021:mask,language-alpha2-seed-44,44,1021,mask,mask,reach_red_left,0,0.4368111491203308,0.017673201858997345,-17.068321526050568,40
44:1022,44:1022:mask,language-alpha2-seed-44,44,1022,mask,mask,reach_blue_right,0,0.31436359882354736,0.028381844982504845,-13.18614286184311,40
44:1023,44:1023:mask,language-alpha2-seed-44,44,1023,mask,mask,reach_blue_right,0,0.3143634796142578,0.034764572978019714,-13.067015558481216,40
44:1000,44:1000:shuffle,language-alpha2-seed-44,44,1000,shuffle,shuffle,reach_green_top,0,0.6139726042747498,0.13630683720111847,-24.191437423229218,40
44:1001,44:1001:shuffle,language-alpha2-seed-44,44,1001,shuffle,shuffle,reach_green_top,0,0.32037386298179626,0.007698102854192257,-12.863315880298615,40
44:1002,44:1002:shuffle,language-alpha2-seed-44,44,1002,shuffle,shuffle,reach_red_left,1,0.02094704657793045,0.0004860206972807646,-0.15916594117879868,2
44:1003,44:1003:shuffle,language-alpha2-seed-44,44,1003,shuffle,shuffle,reach_red_left,0,0.47008243203163147,0.03044881299138069,-18.410079896450043,40
44:1004,44:1004:shuffle,language-alpha2-seed-44,44,1004,shuffle,shuffle,reach_blue_right,0,0.7783153653144836,0.05799441039562225,-31.147497057914734,40
44:1005,44:1005:shuffle,language-alpha2-seed-44,44,1005,shuffle,shuffle,reach_blue_right,0,0.5592472553253174,0.05658959969878197,-22.692874372005463,40
44:1006,44:1006:shuffle,language-alpha2-seed-44,44,1006,shuffle,shuffle,reach_green_top,0,0.6139726638793945,0.15728691220283508,-24.261944353580475,40
44:1007,44:1007:shuffle,language-alpha2-seed-44,44,1007,shuffle,shuffle,reach_green_top,0,0.32037392258644104,0.03318854793906212,-12.852654695510864,40
44:1008,44:1008:shuffle,language-alpha2-seed-44,44,1008,shuffle,shuffle,reach_red_left,1,0.025808656588196754,0.0025347457267344,-0.13643905706703663,2
44:1009,44:1009:shuffle,language-alpha2-seed-44,44,1009,shuffle,shuffle,reach_red_left,0,0.47008243203163147,0.030649181455373764,-18.445440009236336,40
44:1010,44:1010:shuffle,language-alpha2-seed-44,44,1010,shuffle,shuffle,reach_blue_right,0,0.7783153057098389,0.06737563759088516,-31.07441508769989,40
44:1011,44:1011:shuffle,language-alpha2-seed-44,44,1011,shuffle,shuffle,reach_blue_right,0,0.5592473149299622,0.051475394517183304,-22.61336177587509,40
44:1012,44:1012:shuffle,language-alpha2-seed-44,44,1012,shuffle,shuffle,reach_green_top,0,0.6139726042747498,0.16417129337787628,-24.251893907785416,40
44:1013,44:1013:shuffle,language-alpha2-seed-44,44,1013,shuffle,shuffle,reach_green_top,0,0.3203739523887634,0.004063851665705442,-12.808139592409134,40
44:1014,44:1014:shuffle,language-alpha2-seed-44,44,1014,shuffle,shuffle,reach_red_left,1,0.027048923075199127,0.0003211979637853801,-0.17797187715768814,2
44:1015,44:1015:shuffle,language-alpha2-seed-44,44,1015,shuffle,shuffle,reach_red_left,0,0.47008243203163147,0.0440630167722702,-18.558000028133392,40
44:1016,44:1016:shuffle,language-alpha2-seed-44,44,1016,shuffle,shuffle,reach_blue_right,0,0.7783153057098389,0.0696946308016777,-31.01298463344574,40
44:1017,44:1017:shuffle,language-alpha2-seed-44,44,1017,shuffle,shuffle,reach_blue_right,0,0.5592471957206726,0.0795653760433197,-22.386697232723236,40
44:1018,44:1018:shuffle,language-alpha2-seed-44,44,1018,shuffle,shuffle,reach_green_top,0,0.6139726638793945,0.12597346305847168,-24.187972515821457,40
44:1019,44:1019:shuffle,language-alpha2-seed-44,44,1019,shuffle,shuffle,reach_green_top,0,0.32037389278411865,0.022200966253876686,-12.8854261636734,40
44:1020,44:1020:shuffle,language-alpha2-seed-44,44,1020,shuffle,shuffle,reach_red_left,1,0.04560410976409912,0.0005607982748188078,-0.22563102841377258,2
