family,treatment,train_seed,eval_seed,success,final_distance,action_smoothness,steps
chunk,chunk-1,55,1018,1,0.07227950543165207,0.014947615253428618,4
chunk,chunk-1,55,1019,1,0.08498619496822357,0.01732486505061388,6
chunk,chunk-2,11,1000,1,0.08151491731405258,0.016358740162104368,5
chunk,chunk-2,11,1001,0,0.14566321671009064,0.005010344583588915,40
chunk,chunk-2,11,1002,1,0.08037281781435013,0.01434083329513669,5
chunk,chunk-2,11,1003,1,0.08428271114826202,0.014341889570156733,7
chunk,chunk-2,11,1004,1,0.09805680811405182,0.011926209554076195,9
chunk,chunk-2,11,1005,1,0.07736944407224655,0.01710084599575826,8
chunk,chunk-2,11,1006,1,0.06973560899496078,0.017393163219094277,6
chunk,chunk-2,11,1007,1,0.06453156471252441,0.01802880090794393,8
chunk,chunk-2,11,1008,1,0.08880282193422318,0.01938100267822544,7
chunk,chunk-2,11,1009,1,0.0826253741979599,0.0143949706107378,8
chunk,chunk-2,11,1010,1,0.08832388371229172,0.017116482524822157,7
chunk,chunk-2,11,1011,1,0.07830224186182022,0.017623761855065822,6
chunk,chunk-2,11,1012,1,0.06175599992275238,0.018480740021914244,7
chunk,chunk-2,11,1013,1,0.08140958845615387,0.0,1
chunk,chunk-2,11,1014,1,0.0912439152598381,0.01717168535105884,5
chunk,chunk-2,11,1015,1,0.0656459704041481,0.01716461554169655,6
chunk,chunk-2,11,1016,1,0.08914170414209366,0.01699470095336437,6
chunk,chunk-2,11,1017,0,0.1457039713859558,0.006377965653649507,40
chunk,chunk-2,11,1018,1,0.06719223409891129,0.013645119033753872,4
chunk,chunk-2,11,1019,1,0.09348846226930618,0.016683286614716054,6
chunk,chunk-2,22,1000,1,0.08115570992231369,0.01657430944032967,5
chunk,chunk-2,22,1001,0,0.13671554625034332,0.006838990805240778,40
chunk,chunk-2,22,1002,1,0.07920120656490326,0.014453322160989046,5
chunk,chunk-2,22,1003,1,0.08055290579795837,0.014139503162975112,7
chunk,chunk-2,22,1004,1,0.0929841473698616,0.010914528393186629,9
chunk,chunk-2,22,1005,1,0.0777081549167633,0.017183080182543824,8
chunk,chunk-2,22,1006,1,0.06988314539194107,0.017721867933869363,6
chunk,chunk-2,22,1007,1,0.06504454463720322,0.018309923154967173,8
chunk,chunk-2,22,1008,1,0.08852330595254898,0.019582284304002922,7
chunk,chunk-2,22,1009,1,0.07941877841949463,0.0137285248243383,8
chunk,chunk-2,22,1010,1,0.08550484478473663,0.01712156304468711,7
chunk,chunk-2,22,1011,1,0.07754112780094147,0.017889000847935675,6
chunk,chunk-2,22,1012,1,0.0616898313164711,0.018880360915015142,7
chunk,chunk-2,22,1013,1,0.08133736997842789,0.0,1
chunk,chunk-2,22,1014,1,0.09124180674552917,0.017362819518893957,5
chunk,chunk-2,22,1015,1,0.06604716926813126,0.017512073554098607,6
chunk,chunk-2,22,1016,1,0.0865439847111702,0.01713447701185942,6
chunk,chunk-2,22,1017,0,0.13672906160354614,0.008420616030119933,40
chunk,chunk-2,22,1018,1,0.0676923617720604,0.01415708102285862,4
chunk,chunk-2,22,1019,1,0.09035596251487732,0.016788523085415362,6
chunk,chunk-2,33,1000,1,0.0806708037853241,0.015590200200676918,5
chunk,chunk-2,33,1001,0,0.1544005423784256,0.007477673606421703,40
chunk,chunk-2,33,1002,1,0.07788790017366409,0.013991846237331629,5
chunk,chunk-2,33,1003,1,0.08327650278806686,0.013825460880373916,7
chunk,chunk-2,33,1004,1,0.09915634989738464,0.011156869732076302,9
chunk,chunk-2,33,1005,1,0.07840880751609802,0.01705204801900046,8
chunk,chunk-2,33,1006,1,0.06997018307447433,0.01702304631471634,6
chunk,chunk-2,33,1007,1,0.06431864947080612,0.018031693728906766,8
chunk,chunk-2,33,1008,1,0.0885714739561081,0.019088408599297207,7
chunk,chunk-2,33,1009,1,0.08109623938798904,0.013850952432091748,8
chunk,chunk-2,33,1010,1,0.0859258770942688,0.016135274122158687,7
chunk,chunk-2,33,1011,1,0.07803627848625183,0.017297190986573695,6
chunk,chunk-2,33,1012,1,0.06088289991021156,0.01800443169971307,7
chunk,chunk-2,33,1013,1,0.08370901644229889,0.0,1
chunk,chunk-2,33,1014,1,0.09097255021333694,0.016388533171266317,5
chunk,chunk-2,33,1015,1,0.06591717898845673,0.01679750233888626,6
chunk,chunk-2,33,1016,1,0.08729540556669235,0.01689912211149931,6
chunk,chunk-2,33,1017,0,0.15436093509197235,0.008156603464904504,40
chunk,chunk-2,33,1018,1,0.06652957946062088,0.01370635349303484,4
chunk,chunk-2,33,1019,1,0.09119504690170288,0.01668601334095001,6
chunk,chunk-2,44,1000,1,0.0810074731707573,0.016030785162001848,5
chunk,chunk-2,44,1001,0,0.14102724194526672,0.00790665498098884,40
chunk,chunk-2,44,1002,1,0.08394783735275269,0.013928978703916073,5
chunk,chunk-2,44,1003,1,0.0874742940068245,0.0142794333708783,7
chunk,chunk-2,44,1004,1,0.09985384345054626,0.012077887076884508,9
chunk,chunk-2,44,1005,1,0.08007009327411652,0.017245152166911533,8
chunk,chunk-2,44,1006,1,0.07282157242298126,0.017241465486586095,6
chunk,chunk-2,44,1007,1,0.06747964769601822,0.018015356069164618,8
chunk,chunk-2,44,1008,1,0.08995863795280457,0.01941893467058738,7
chunk,chunk-2,44,1009,1,0.08458565920591354,0.014131879966173853,8
chunk,chunk-2,44,1010,1,0.09203311055898666,0.016504946475227673,7
chunk,chunk-2,44,1011,1,0.08191162347793579,0.017371291667222975,6
chunk,chunk-2,44,1012,1,0.0615793913602829,0.018356815446168184,7
chunk,chunk-2,44,1013,1,0.08327898383140564,0.0,1
chunk,chunk-2,44,1014,1,0.09232548624277115,0.016749261412769556,5
chunk,chunk-2,44,1015,1,0.06849104911088943,0.017054980993270873,6
chunk,chunk-2,44,1016,1,0.09297845512628555,0.016633186489343643,6
chunk,chunk-2,44,1017,0,0.14107121527194977,0.008756324923477875,40
chunk,chunk-2,44,1018,1,0.06852176040410995,0.01397536943356196,4
chunk,chunk-2,44,1019,1,0.09716988354921341,0.01630608458071947,6
chunk,chunk-2,55,1000,1,0.07868608832359314,0.01556708524003625,5
chunk,chunk-2,55,1001,0,0.13822034001350403,0.012514309838223152,40
chunk,chunk-2,55,1002,1,0.08172040432691574,0.013496647705323994,5
chunk,chunk-2,55,1003,1,0.08221393078565598,0.013858036836609244,7
chunk,chunk-2,55,1004,1,0.09286180883646011,0.011632278619799763,9
chunk,chunk-2,55,1005,1,0.0792776346206665,0.017273663942302977,8
chunk,chunk-2,55,1006,1,0.07257489114999771,0.016949790343642235,6
chunk,chunk-2,55,1007,1,0.06706883013248444,0.018121061979659965,8
chunk,chunk-2,55,1008,1,0.08731962740421295,0.019257573410868645,7
chunk,chunk-2,55,1009,1,0.08058647066354752,0.01316448680258223,8
chunk,chunk-2,55,1010,1,0.0886034369468689,0.015701955494781334,7
chunk,chunk-2,55,1011,1,0.08141620457172394,0.017078658007085322,6
chunk,chunk-2,55,1012,1,0.059345707297325134,0.0179272157450517,7
chunk,chunk-2,55,1013,1,0.0837470144033432,0.0,1
chunk,chunk-2,55,1014,1,0.09114526957273483,0.016204299870878458,5
chunk,chunk-2,55,1015,1,0.06824769824743271,0.016785969398915766,6
chunk,chunk-2,55,1016,1,0.09120390564203262,0.016553670167922974,6
chunk,chunk-2,55,1017,0,0.13825291395187378,0.012738721003421606,40
chunk,chunk-2,55,1018,1,0.06789617985486984,0.014057212819655737,4
chunk,chunk-2,55,1019,1,0.09479927271604538,0.016330009326338768,6
chunk,chunk-4,11,1000,1,0.09757616370916367,0.014825381804257631,5
chunk,chunk-4,11,1001,0,0.27852290868759155,0.015485403390649037,40
chunk,chunk-4,11,1002,1,0.07335531711578369,0.012353009264916181,6
chunk,chunk-4,11,1003,0,0.27800291776657104,0.014702114193007732,40
chunk,chunk-4,11,1004,0,0.2781825363636017,0.01510720181828126,40
chunk,chunk-4,11,1005,1,0.07451833039522171,0.02187080992734991,9
chunk,chunk-4,11,1006,1,0.09094802290201187,0.017397890985012054,6
chunk,chunk-4,11,1007,1,0.057743579149246216,0.021228297729976475,9
chunk,chunk-4,11,1008,1,0.07855159789323807,0.02222204447856971,8
chunk,chunk-4,11,1009,0,0.2778465747833252,0.014928177524453554,40
chunk,chunk-4,11,1010,1,0.09555786848068237,0.018403547949024608,8
chunk,chunk-4,11,1011,1,0.061164889484643936,0.01665571037059029,7
chunk,chunk-4,11,1012,1,0.08765080571174622,0.020804527060439188,7
chunk,chunk-4,11,1013,1,0.08700639009475708,0.0,1
chunk,chunk-4,11,1014,1,0.058185283094644547,0.014822216797620058,6
chunk,chunk-4,11,1015,1,0.08456090092658997,0.017009004764258862,6
chunk,chunk-4,11,1016,1,0.09086838364601135,0.01575863780453801,7
chunk,chunk-4,11,1017,0,0.27710095047950745,0.01468167446840268,40
chunk,chunk-4,11,1018,1,0.0690508559346199,0.013212907438476881,4
chunk,chunk-4,11,1019,1,0.08535972982645035,0.013656988241044539,8
chunk,chunk-4,22,1000,1,0.05620376393198967,0.012610370852053165,6
chunk,chunk-4,22,1001,0,0.27471593022346497,0.010095199140218588,40
chunk,chunk-4,22,1002,1,0.07129929959774017,0.013121491204947234,6
chunk,chunk-4,22,1003,0,0.27353566884994507,0.010722060126658434,40
chunk,chunk-4,22,1004,0,0.272574782371521,0.01134246425368847,40
chunk,chunk-4,22,1005,1,0.07543320953845978,0.01819301889918279,9
chunk,chunk-4,22,1006,1,0.09230884909629822,0.01556509817019105,6
chunk,chunk-4,22,1007,1,0.05691608041524887,0.018172592157498002,9
chunk,chunk-4,22,1008,1,0.0825052335858345,0.01899491117468902,8
chunk,chunk-4,22,1009,0,0.2731425166130066,0.011042581011469547,40
chunk,chunk-4,22,1010,1,0.09171025454998016,0.017815792667014257,8
chunk,chunk-4,22,1011,1,0.05830634385347366,0.015205767937004566,7
chunk,chunk-4,22,1012,1,0.09157530218362808,0.01702298386953771,7
chunk,chunk-4,22,1013,1,0.09090440720319748,0.0,1
chunk,chunk-4,22,1014,1,0.06056654825806618,0.013619070919230581,6
chunk,chunk-4,22,1015,1,0.08653971552848816,0.015199753642082214,6
chunk,chunk-4,22,1016,1,0.08623603731393814,0.01577774217973153,7
chunk,chunk-4,22,1017,0,0.2769831717014313,0.011261323359436713,40
chunk,chunk-4,22,1018,1,0.07219606637954712,0.013322220804790655,4
chunk,chunk-4,22,1019,1,0.09724168479442596,0.015895215484003227,7
chunk,chunk-4,33,1000,1,0.09402363002300262,0.01428848085924983,5
chunk,chunk-4,33,1001,0,0.2564815282821655,0.013783010743701687,40
chunk,chunk-4,33,1002,1,0.07154186815023422,0.010749839153140784,6
chunk,chunk-4,33,1003,0,0.25499317049980164,0.013199109118431807,40
chunk,chunk-4,33,1004,0,0.25430580973625183,0.013530106468794819,40
chunk,chunk-4,33,1005,1,0.06361084431409836,0.019020781648578122,9
chunk,chunk-4,33,1006,1,0.08759243041276932,0.015374951623380184,6
chunk,chunk-4,33,1007,1,0.05290718376636505,0.0175563849916216,9
chunk,chunk-4,33,1008,1,0.07469067722558975,0.019283016212284565,8
chunk,chunk-4,33,1009,0,0.2545333802700043,0.013337765486003498,40
chunk,chunk-4,33,1010,1,0.09264148771762848,0.015501364400344235,8
chunk,chunk-4,33,1011,1,0.06025635823607445,0.015117588452994823,7
chunk,chunk-4,33,1012,1,0.0860302671790123,0.01880925754085183,7
chunk,chunk-4,33,1013,1,0.09252100437879562,0.0,1
chunk,chunk-4,33,1014,1,0.05527108535170555,0.013907323125749826,6
chunk,chunk-4,33,1015,1,0.08132591098546982,0.015231729112565517,6
chunk,chunk-4,33,1016,1,0.0878865048289299,0.013996927222857872,7
chunk,chunk-4,33,1017,0,0.2575426995754242,0.013883892482576462,40
chunk,chunk-4,33,1018,1,0.07086203992366791,0.013244573647777239,4
chunk,chunk-4,33,1019,1,0.09817253053188324,0.013584023108705878,7
chunk,chunk-4,44,1000,1,0.09882199019193649,0.014106151298619807,5
chunk,chunk-4,44,1001,0,0.2828426957130432,0.015365416172127694,40
chunk,chunk-4,44,1002,1,0.07819560915231705,0.011716840323060751,6
chunk,chunk-4,44,1003,0,0.2828426957130432,0.01453268019339213,40
chunk,chunk-4,44,1004,0,0.2828426957130432,0.014835763173416639,40
chunk,chunk-4,44,1005,1,0.07673268765211105,0.020677273656474426,9
chunk,chunk-4,44,1006,1,0.09629044681787491,0.01616185624152422,6
chunk,chunk-4,44,1007,1,0.06150392070412636,0.01973516179714352,9
chunk,chunk-4,44,1008,1,0.08573625236749649,0.02052174654922315,8
chunk,chunk-4,44,1009,0,0.2828426957130432,0.014663220747397879,40
chunk,chunk-4,44,1010,1,0.0745256319642067,0.01546953886281699,9
chunk,chunk-4,44,1011,1,0.06412331759929657,0.0149320214210699,7
chunk,chunk-4,44,1012,1,0.09390834718942642,0.019172834387669962,7
chunk,chunk-4,44,1013,1,0.09094458818435669,0.0,1
chunk,chunk-4,44,1014,1,0.062165532261133194,0.014362280257046223,6
chunk,chunk-4,44,1015,1,0.0898052230477333,0.01593632735311985,6
chunk,chunk-4,44,1016,1,0.09181755781173706,0.01358571695163846,7
chunk,chunk-4,44,1017,0,0.2828426957130432,0.014186030486598611,40
chunk,chunk-4,44,1018,1,0.07120276987552643,0.012878079277773699,4
chunk,chunk-4,44,1019,1,0.09179770946502686,0.012893571518361568,8
chunk,chunk-4,55,1000,1,0.0983135774731636,0.0130364311626181,5
chunk,chunk-4,55,1001,0,0.2828426957130432,0.010799791395234374,40
chunk,chunk-4,55,1002,1,0.07567537575960159,0.012624424230307341,6
chunk,chunk-4,55,1003,0,0.2828426957130432,0.011326615459834918,40
chunk,chunk-4,55,1004,0,0.2828426957130432,0.011684282175384654,40
chunk,chunk-4,55,1005,1,0.07222917675971985,0.019595837278757244,9
chunk,chunk-4,55,1006,1,0.09430743008852005,0.015916904807090758,6
chunk,chunk-4,55,1007,1,0.058591004461050034,0.01875096041476354,9
chunk,chunk-4,55,1008,1,0.08596449345350266,0.019092934472220286,8
chunk,chunk-4,55,1009,0,0.2828426957130432,0.011782747979920644,40
chunk,chunk-4,55,1010,1,0.09209725260734558,0.018094699563724653,8
chunk,chunk-4,55,1011,1,0.06253789365291595,0.01577307020003597,7
chunk,chunk-4,55,1012,1,0.09662246704101562,0.017649144399911165,7
chunk,chunk-4,55,1013,1,0.09748850762844086,0.0,1
chunk,chunk-4,55,1014,1,0.06071148440241814,0.013997430074959993,6
chunk,chunk-4,55,1015,1,0.08817797899246216,0.0155649958178401,6
chunk,chunk-4,55,1016,1,0.08874454349279404,0.015769819729030132,7
chunk,chunk-4,55,1017,0,0.2828426957130432,0.01313503170445657,40
chunk,chunk-4,55,1018,1,0.07199152559041977,0.012238992378115654,4
chunk,chunk-4,55,1019,1,0.09931506216526031,0.015627133039136726,7
chunk,chunk-8,11,1000,1,0.0865405946969986,0.01455799825489521,6
chunk,chunk-8,11,1001,0,0.2651687562465668,0.019957877659740355,40
chunk,chunk-8,11,1002,1,0.09235072135925293,0.01261731181293726,6
chunk,chunk-8,11,1003,0,0.26516926288604736,0.01988232798444537,40
chunk,chunk-8,11,1004,0,0.2651694715023041,0.020919321809346095,40
chunk,chunk-8,11,1005,1,0.07944674044847488,0.026156525931913744,12
chunk,chunk-8,11,1006,1,0.06322090327739716,0.02214706444647163,9
chunk,chunk-8,11,1007,1,0.062095463275909424,0.02513100727545944,12
chunk,chunk-8,11,1008,1,0.07172130048274994,0.024882949562743305,11
chunk,chunk-8,11,1009,0,0.26516973972320557,0.020342645766691137,40
chunk,chunk-8,11,1010,1,0.08692340552806854,0.022702599735930563,11
chunk,chunk-8,11,1011,1,0.08033034205436707,0.022470293508376926,9
chunk,chunk-8,11,1012,1,0.07464279979467392,0.02365119993272755,10
chunk,chunk-8,11,1013,1,0.09295081347227097,0.0,1
chunk,chunk-8,11,1014,1,0.07043027877807617,0.013448512802521387,7
chunk,chunk-8,11,1015,1,0.05593273788690567,0.021904827910475433,9
chunk,chunk-8,11,1016,1,0.07587506622076035,0.02032033786074155,10
chunk,chunk-8,11,1017,0,0.2651689052581787,0.02057220315775619,40
chunk,chunk-8,11,1018,1,0.07206562161445618,0.012882782767216364,4
chunk,chunk-8,11,1019,1,0.08974401652812958,0.020145357457093067,10
chunk,chunk-8,22,1000,1,0.0886102169752121,0.0149069020524621,6
chunk,chunk-8,22,1001,0,0.26321983337402344,0.02128229738595203,40
chunk,chunk-8,22,1002,1,0.07865043729543686,0.0148225004474322,7
chunk,chunk-8,22,1003,1,0.09919995069503784,0.020867257611826062,11
chunk,chunk-8,22,1004,0,0.2632189691066742,0.022191545102172174,40
chunk,chunk-8,22,1005,1,0.0590553805232048,0.02870042092928832,12
chunk,chunk-8,22,1006,1,0.05612516403198242,0.02415706153260544,9
chunk,chunk-8,22,1007,1,0.08143109083175659,0.02857581409625709,11
chunk,chunk-8,22,1008,1,0.05461067706346512,0.026746504195034503,11
chunk,chunk-8,22,1009,0,0.2631995677947998,0.021710156239210986,40
chunk,chunk-8,22,1010,1,0.09711503237485886,0.025645494564539857,10
chunk,chunk-8,22,1011,1,0.06074928119778633,0.02423465740866959,9
chunk,chunk-8,22,1012,1,0.07641832530498505,0.026218203517297905,10
chunk,chunk-8,22,1013,1,0.09242895990610123,0.0,1
chunk,chunk-8,22,1014,1,0.07557401806116104,0.014559703568617502,7
chunk,chunk-8,22,1015,1,0.05589156597852707,0.024047518498264253,9
chunk,chunk-8,22,1016,1,0.07693281024694443,0.02391822636127472,9
chunk,chunk-8,22,1017,0,0.26317521929740906,0.02379002636119437,40
chunk,chunk-8,22,1018,1,0.07134281098842621,0.01265675046791633,4
chunk,chunk-8,22,1019,1,0.08554039150476456,0.023867049952968955,9
chunk,chunk-8,33,1000,1,0.08584462851285934,0.013906919956207275,6
chunk,chunk-8,33,1001,0,0.27645036578178406,0.014852108314442329,40
chunk,chunk-8,33,1002,1,0.09965676814317703,0.01191142424941063,6
chunk,chunk-8,33,1003,0,0.27645042538642883,0.016188870255763713,40
chunk,chunk-8,33,1004,0,0.2764524817466736,0.017774497899107445,40
chunk,chunk-8,33,1005,1,0.06806968152523041,0.026525160170752893,12
chunk,chunk-8,33,1006,1,0.06044070050120354,0.022669006139039993,9
chunk,chunk-8,33,1007,1,0.09665273874998093,0.026511791907250882,11
chunk,chunk-8,33,1008,1,0.06635235249996185,0.025320200063288213,11
chunk,chunk-8,33,1009,0,0.2764515280723572,0.016903890458007272,40
chunk,chunk-8,33,1010,1,0.08743736892938614,0.022812379337847234,11
chunk,chunk-8,33,1011,1,0.07811345905065536,0.02290888177230954,9
chunk,chunk-8,33,1012,1,0.07405460625886917,0.024715107374100223,10
chunk,chunk-8,33,1013,1,0.0961403027176857,0.0,1
chunk,chunk-8,33,1014,1,0.07110045105218887,0.013080817569668094,7
chunk,chunk-8,33,1015,1,0.05332781374454498,0.022449187061283737,9
chunk,chunk-8,33,1016,1,0.07961788028478622,0.02129637600026197,10
chunk,chunk-8,33,1017,0,0.2764502763748169,0.018584268525815927,40
chunk,chunk-8,33,1018,1,0.07252597063779831,0.012319617283840975,4
chunk,chunk-8,33,1019,1,0.0947786495089531,0.021167661994695663,10
chunk,chunk-8,44,1000,1,0.08960052579641342,0.013689065724611283,6
chunk,chunk-8,44,1001,0,0.274623841047287,0.027215131856978703,40
chunk,chunk-8,44,1002,1,0.09744051098823547,0.01286536167996625,7
chunk,chunk-8,44,1003,0,0.274623841047287,0.02517110207834496,40
chunk,chunk-8,44,1004,0,0.274623841047287,0.02522214309264643,40
chunk,chunk-8,44,1005,1,0.07378976792097092,0.026289164554327726,12
chunk,chunk-8,44,1006,1,0.05291944369673729,0.02199266239767894,9
chunk,chunk-8,44,1007,1,0.09809214621782303,0.025918351579457523,11
chunk,chunk-8,44,1008,1,0.06891567260026932,0.02454916494898498,11
chunk,chunk-8,44,1009,0,0.274623841047287,0.024969479887005992,40
chunk,chunk-8,44,1010,1,0.07604116201400757,0.020905941165983676,11
chunk,chunk-8,44,1011,1,0.06269395351409912,0.021815159125253558,9
chunk,chunk-8,44,1012,1,0.08084959536790848,0.023818533453676436,10
chunk,chunk-8,44,1013,1,0.09595043212175369,0.0,1
chunk,chunk-8,44,1014,1,0.0818583220243454,0.0139313410812368,7
chunk,chunk-8,44,1015,1,0.04957975819706917,0.021944080479443073,9
chunk,chunk-8,44,1016,1,0.08568309992551804,0.02069063379894942,9
chunk,chunk-8,44,1017,0,0.274623841047287,0.02677436964586377,40
chunk,chunk-8,44,1018,1,0.07132548093795776,0.011667046695947647,4
